"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year","depth","lon","lat","sat","satcut"
"1","Ford",-37.91,"Minneola",2006-01-08,372906100072002,57,0,c(-100.123595, 37.487889),"2006","71-0",-100.123595,37.487889,147.8143311,"132-197"
"2","Ford",-38.27,"Minneola",2007-01-12,372906100072002,57,0,c(-100.123595, 37.487889),"2007","71-0",-100.123595,37.487889,147.8143311,"132-197"
"3","Ford",-36.49,"Minneola",2008-01-03,372906100072002,57,0,c(-100.123595, 37.487889),"2008","71-0",-100.123595,37.487889,147.8143311,"132-197"
"4","Ford",-39.99,"Minneola",2009-01-12,372906100072002,57,0,c(-100.123595, 37.487889),"2009","71-0",-100.123595,37.487889,147.8143311,"132-197"
"5","Ford",-41.68,"Minneola",2010-01-20,372906100072002,57,0,c(-100.123595, 37.487889),"2010","71-0",-100.123595,37.487889,147.8143311,"132-197"
"6","Ford",-43.77,"Minneola",2011-01-14,372906100072002,57,0,c(-100.123595, 37.487889),"2011","71-0",-100.123595,37.487889,147.8143311,"132-197"
"7","Ford",-49.7,"Minneola",2012-01-19,372906100072002,57,0,c(-100.123595, 37.487889),"2012","71-0",-100.123595,37.487889,147.8143311,"132-197"
"8","Ford",-52.99,"Minneola",2013-01-17,372906100072002,57,0,c(-100.123595, 37.487889),"2013","71-0",-100.123595,37.487889,147.8143311,"132-197"
"9","Ford",-54.57,"Minneola",2014-01-06,372906100072002,57,0,c(-100.123595, 37.487889),"2014","71-0",-100.123595,37.487889,147.8143311,"132-197"
"10","Ford",-55.42,"Minneola",2015-01-05,372906100072002,57,0,c(-100.123595, 37.487889),"2015","71-0",-100.123595,37.487889,147.8143311,"132-197"
"11","Ford",-54.64,"Minneola",2016-01-05,372906100072002,57,0,c(-100.123595, 37.487889),"2016","71-0",-100.123595,37.487889,147.8143311,"132-197"
"12","Ford",-52.1,"Minneola",2017-01-06,372906100072002,57,0,c(-100.123595, 37.487889),"2017","71-0",-100.123595,37.487889,147.8143311,"132-197"
"13","Ford",-48.57,"Minneola",2018-01-05,372906100072002,57,0,c(-100.123595, 37.487889),"2018","71-0",-100.123595,37.487889,147.8143311,"132-197"
"14","Ford",-47.92,"Minneola",2018-02-20,372906100072002,57,0,c(-100.123595, 37.487889),"2018","71-0",-100.123595,37.487889,147.8143311,"132-197"
"15","Ford",-52.09,"Minneola",2019-01-05,372906100072002,57,0,c(-100.123595, 37.487889),"2019","71-0",-100.123595,37.487889,147.8143311,"132-197"
"16","Ford",-53.64,"Minneola",2020-01-05,372906100072002,57,0,c(-100.123595, 37.487889),"2020","71-0",-100.123595,37.487889,147.8143311,"132-197"
"17","Ford",-55.19,"Minneola",2021-01-07,372906100072002,57,0,c(-100.123595, 37.487889),"2021","71-0",-100.123595,37.487889,147.8143311,"132-197"
"18","Ford",-55.7,"Minneola",2022-01-06,372906100072002,57,0,c(-100.123595, 37.487889),"2022","71-0",-100.123595,37.487889,147.8143311,"132-197"
"19","Ford",-58.43,"Minneola",2023-01-06,372906100072002,57,0,c(-100.123595, 37.487889),"2023","71-0",-100.123595,37.487889,147.8143311,"132-197"
"20","Ford",-56.7,"Minneola",2024-01-05,372906100072002,57,0,c(-100.123595, 37.487889),"2024","71-0",-100.123595,37.487889,147.8143311,"132-197"
"21","Ford",-54.84,"Minneola",2025-01-19,372906100072002,57,0,c(-100.123595, 37.487889),"2025","71-0",-100.123595,37.487889,147.8143311,"132-197"
"22","Ford",-127,"FORT DODGE KS",1938-10-01,373722099551001,57,0,c(-99.923445, 37.626532),"1938","143-72",-99.923445,37.626532,112.4399872,"66-131"
"23","Ford",-122.8,"FORT DODGE KS",1980-07-02,373722099551001,57,0,c(-99.923445, 37.626532),"1980","143-72",-99.923445,37.626532,112.4399872,"66-131"
"24","Ford",-133.51,"FORT DODGE KS",1981-02-05,373722099551001,57,0,c(-99.923445, 37.626532),"1981","143-72",-99.923445,37.626532,112.4399872,"66-131"
"25","Ford",-134.67,"FORT DODGE KS",1981-08-03,373722099551001,57,0,c(-99.923445, 37.626532),"1981","143-72",-99.923445,37.626532,112.4399872,"66-131"
"26","Ford",-93,"FORD",1979-05-11,373757099500201,57,0,c(-99.833043, 37.632651),"1979","143-72",-99.833043,37.632651,98.8699417,"66-131"
"27","Ford",-88.31,"FORD",1980-05-29,373757099500201,57,0,c(-99.833043, 37.632651),"1980","143-72",-99.833043,37.632651,98.8699417,"66-131"
